County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
KINGS,754368,Store,AC,SAPPHIRE CAFE & DELI CORP,SAPPHIRE CAFÉ & DELI,40,NORTH 4TH STREET,,,BROOKLYN,NY,11249,,POINT (-73.963341393 40.718387505)
NEW YORK,754362,Store,AC,NEW YORK FINE FARE SUSHI,NEW YORK FINE FARE SUSHI,4211,BROADWAY #17,,,NEW YORK,NY,10033,,POINT (-73.937590091 40.848743702)
KINGS,754360,Store,AC,ATLANTIC OCEAN DELI AND GRILL INC,ATLANTIC OCEAN DELI AND GRILL,2053,ATLANTIC AVE,,,BROOKLYN,NY,11233,,POINT (-73.912994822 40.676647681)
QUEENS,754339,Store,AC,DESHI BAZAR & HALAL MEAT INC,DESHI BAZAR & HALAL MEAT,106-15,SUTPHIN BLVD,,,JAMAICA,NY,11435,1500,POINT (-73.80236577 40.694881589)
KINGS,754331,Store,A,YUN HAI 170 MONTROSE LLC,YUN HAI SHOP,170,MONTROSE AVE,,,BROOKLYN,NY,11206,,POINT (-73.942549831 40.707284543)
KINGS,754329,Store,AC,AMELIA VERAS LLC,BROCCOLI FARM,591,FRANKLIN AVE,,,BROOKLYN,NY,11238,1700,POINT (-73.955162551 40.678210084)
KINGS,754326,Store,AC,CARVE DELICATESSEN CORP,CARVE DELICATESSEN,2640,NOSTRAND AVENUE,,,BROOKLYN,NY,11210,,POINT (-73.945811984 40.620246777)
KINGS,754324,Store,AC,MAKRO UZ INC,MAKRO UZ,1701,MCDONALD AVE,,,BROOKLYN,NY,11230,3500,POINT (-73.973330359 40.611647028)
BRONX,754323,Store,A,CASTLE HILL FRUITS & GROCERY INC,CASTLE HILL FRUITS & GROCERY,2167,CROSS BRONX EXPY #4,,,BRONX,NY,10462,700,POINT (-73.851362687 40.830883291)
NEW YORK,754315,Store,AC,MADINA HALAL MEAT & GROCERY INC,MADINA HALAL MEAT & GROCERY,402,E 11TH ST,,,NEW YORK,NY,10009,,POINT (-73.983672286 40.729143834)
KINGS,754314,Store,AC,FULTON PLAZA DELI & GRILL 1 CORP,FULTON PLAZA DELI & GRILL 1,1747,FULTON ST,,,BROOKLYN,NY,11233,1000,POINT (-73.929168626 40.679699909)
KINGS,754308,Store,AC,DELI CHAPIN & GROCERY CORPORATION,DELI CHAPIN & GROCERY,6923,20TH AVE,,,BROOKLYN,NY,11204,1400,POINT (-73.988583243 40.6137117)
QUEENS,754291,Store,AC,OAK IMPORTS LLC,EDIBLE ARRANGEMENTS,253-22,UNION TURNPIKE,,,GLEN OAKS,NY,11004,1500,POINT (-73.716895168 40.744242366)
NEW YORK,754283,Store,AC,ITO INC,KIKKA SUSHI,63,MADISON AVE,,,NEW YORK,NY,10016,,POINT (-73.985750747 40.743633923)
BRONX,754277,Store,A,FAMILY 2 CANDY AND GROCERY CORP,FAMILY 2 CANDY AND GROCERY,287,E 170TH ST,,,BRONX,NY,10456,,POINT (-73.91083447 40.837790482)
QUEENS,754273,Store,A,78 ST MOM GROCERY STORE INC,78 ST MOM GROCERY STORE,78-02,WOODSIDE AVE,,,ELMHURST,NY,11373,,POINT (-73.886950069 40.74357831)
QUEENS,754269,Store,AC,HALAL MART INC,BISMILLAH SUPERMARKET,109-19,LIBERTY AVE,,,SOUTH RICHMOND HILL,NY,11419,5000,POINT (-73.832097889 40.684504165)
NEW YORK,754267,Store,AC,ORGANIC DELI & SMOKE SHOP CORP,ORGANIC DELI & SMOKE SHOP,64,SHERMAN AVENUE,,,NEW YORK,NY,10040,,POINT (-73.927145905 40.8633345)
KINGS,754262,Store,AC,A&N DELI AND GRILL CORP,A&N DELI AND GRILL,400,LORIMER STREET,,,BROOKLYN,NY,11206,1500,POINT (-73.948396544 40.70892857)
BRONX,754259,Store,AC,1172 SAMS DELI CORP,1172 SAMS DELI,1172,E GUN HILL RD,,,BRONX,NY,10469,,POINT (-73.85303647 40.872955416)
KINGS,754258,Store,AC,HIGHLAND CONVENIENCE CORP,HIGHLAND CONVENIENCE,210,JAMAICA AVE,,,BROOKLYN,NY,11207,,POINT (-73.892504337 40.680371593)
QUEENS,754257,Store,AC,82ND ELMHURST DELI & GRILL CORP,82ND ELMHURST DELI & GRILL,4046,82ND ST.,,,ELMHURST,NY,11373,,POINT (-73.883809286 40.746300249)
NEW YORK,754244,Store,AC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,66,BROADWAY,,,NEW YORK,NY,10005,42000,POINT (-74.012041676 40.707043857)
QUEENS,754243,Store,A,RUIMING LLC,RUIMING,136-10B,BOOTH MEMORIAL AVENUE,,,FLUSHING,NY,11355,,POINT (-73.828638761 40.747072515)
BRONX,754240,Store,AC,GNG EUROPEAN GROCERY INC,GNG EUROPEAN GROCERY,1005,MACE AVE,,,BRONX,NY,10469,1500,POINT (-73.858516139 40.863176627)
QUEENS,754239,Store,AC,FRESH & TASTY SUSHI INC,FRESH & TASTY @ FOOD EMPORIUM,196-35,HORACE HARDING EXPRESSWAYS,,,FRESH MEADOWS,NY,11365,100,POINT (-73.792831492 40.739471722)
NEW YORK,754237,Store,A,HUDSON GROUP (HG) RETAIL LLC,HUDSON 2346,185,GREENWICH ST,C2 LEVEL STORE LL4323,,NEW YORK,NY,10007,,POINT (-74.011852245 40.711790654)
BRONX,754228,Store,AC,M TEJADA CORP,M TEJADA,526,MORRIS PARK AVENUE,,,BRONX,NY,10460,650,POINT (-73.871468191 40.842322619)
KINGS,754208,Store,AC,RALPH FOOD CENTER INC,RALPH FOOD CENTER,1061,RALPH AVENUE,,,BROOKLYN,NY,11236,,POINT (-73.920245754 40.649431432)
KINGS,754205,Store,AC,BAKAR LLC,CARNIVAL GOURMET,130,CHURCH AVE,,,BROOKLYN,NY,11218,3000,POINT (-73.978551866 40.64304262)
BRONX,754204,Store,AC,NO 2 VARIEDADES DE MI CULTURA EBENEZER G,NO 2 VARIEDADES DE MI CULTURA EBENEZER G,1553,WESTCHESTER AVE B,,,BRONX,NY,10472,,POINT (-73.877732825 40.828859983)
KINGS,754199,Store,AC,GRAB & GO DELI PIZZA INC,GRAB & GO DELI PIZZA,1842,E NEW YORK AVE.,,,BROOKLYN,NY,11207,,POINT (-73.90057435 40.67639417)
BRONX,754197,Store,AC,ALEY LUISA LLC,HABANA 1957 FOOD HOUSE & GOURMET,1865,EAST TREMONT AVENUE,,,BRONX,NY,10460,900,POINT (-73.864973138 40.841144794)
NEW YORK,754191,Store,AC,UPTOWN DELI AND GRILL CORP,UPTOWN DELI AND GRILL,147,SHERMAN AVE,,,NEW YORK,NY,10034,1300,POINT (-73.923412857 40.864372054)
NEW YORK,754181,Store,AC,JUICE PRESS LLC THE,JUICE PRESS EQ44,97,GREENWICH AVE,,,NEW YORK,NY,10014,800,POINT (-74.001859759 40.737567102)
QUEENS,754177,Store,AC,FATIMA GROCERY INC,FATIMA GROCERY,167-11,HILLSIDE AVE,,,JAMAICA,NY,11432,,POINT (-73.795213072 40.710038753)
KINGS,754162,Store,AC,NIXON & SON MEAT MARKET CORP,NIXON & SON MEAT MARKET,2114,AVENUE U,,,BROOKLYN,NY,11229,600,POINT (-73.949849295 40.599437193)
BRONX,754158,Store,AC,AFRICAN UNITY MEAT V CORP,AFRICAN UNITY MEAT V,1770,JEROME AVE,,,BRONX,NY,10453,,POINT (-73.911753797 40.848233998)
KINGS,754156,Store,AC,KEVIN ADRIAN SMART MARKET CORP,KEVIN ADRIAN SMART MARKET,325,QUINCY STREET,,,BROOKLYN,NY,11216,1800,POINT (-73.947785168 40.687411805)
KINGS,754154,Store,AC,PANDA DELI AND GROCERY INC,PANDA DELI AND GROCERY,7021,FORT HAMILTON PKWY,,,BROOKLYN,NY,11228,,POINT (-74.013254873 40.627748538)
QUEENS,754153,Store,AC,NEW ARROW DELI GROCERY INC,NEW ARROW DELI GROCERY,186-02,122ND AVENUE,,,SPRINGFIELD GARDENS,NY,11413,1500,POINT (-73.759913525 40.683175382)
NEW YORK,754129,Store,A,MANHATTAN 8TH AVE INC,USA SUPERSTORES,322,8TH AVE.,,,NEW YORK,NY,10001,6500,POINT (-73.996630709 40.747118155)
KINGS,754128,Store,ACH,BP FISH MARKET LLC,TUV TAAM FISH MARKET,4801,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,11000,POINT (-73.994500448 40.637256173)
KINGS,754118,Store,AC,129 MONEY MARKET & GRILL CORP,129 MONEY MARKET & GRILL,129,DWIGHT STREET,,,BROOKLYN,NY,11231,4500,POINT (-74.010077461 40.675024526)
BRONX,754117,Store,AC,AMAZING DELI MARKET CORP,AMAZING DELI MARKET,299,E 158TH STREET,,,BRONX,NY,10451,1800,POINT (-73.917948107 40.82335081)
KINGS,754115,Store,AC,KING FRUIT II CORP,GREEN VALLEY GOURMET MARKET,268,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,3500,POINT (-73.924594286 40.702227573)
NEW YORK,754113,Store,AC,KING BOY DELI AND GROCERY CORP,KING BOY DELI AND GROCERY,216,W 96TH STREET,,,NEW YORK,NY,10025,1300,POINT (-73.97119275 40.794336235)
KINGS,754112,Store,AC,FAST N FRESH DELI MARKET CORP,FAST N FRESH DELI MARKET,116,CAZINE AVE,,,BROOKLYN,NY,11207,,POINT (-73.886909477 40.654254851)
KINGS,754111,Store,AC,MADISON DELI FOOD CORP,MADISON DELI FOOD,3402,AVENUE I,,,BROOKLYN,NY,11210,,POINT (-73.943273692 40.6294504)
KINGS,754110,Store,AC,ELIAS DELI V CORP,ELIAS DELI V,1382,NOSTRAND AVE,,,BROOKLYN,NY,11226,,POINT (-73.949949292 40.652965159)
QUEENS,754109,Store,AC,STOP 25TH CONVENIENCE DELI CORP,STOP 25TH CONVENIENCE DELI,96-19,57TH AVENUE,,,CORONA,NY,11368,,POINT (-73.864331084 40.737216696)
KINGS,754108,Store,AC,S&W DELI CORP,S&W DELI,2301,STILLWELL AVENUE,,,BROOKLYN,NY,11223,,POINT (-73.98369081 40.591038736)
QUEENS,754106,Store,A,NEW WAY CONVENIENCE CORP,NEW WAY CONVENIENCE,105-115,177TH STREET,,,JAMAICA,NY,11433,500,POINT (-73.776383399 40.69678092)
KINGS,754100,Store,AC,JJJ FISH INC,JJJ FISH,44,EMPIRE BLVD,,,BROOKLYN,NY,11225,,POINT (-73.960017801 40.663197786)
BRONX,754094,Store,AC,OZONO DELI GROCERY CORP,OZONO DELI GROCERY,430,E 138TH STREET,,,BRONX,NY,10454,1000,POINT (-73.921777799 40.808472806)
KINGS,754090,Store,AC,OSBORN MINI MARKET 1 CORP,OSBORN MINI MARKET,1742,PITKIN AVE,,,BROOKLYN,NY,11212,2000,POINT (-73.908725415 40.669854191)
QUEENS,754074,Store,AC,SHREEJI INC,KRISHA DELI & GROCERY,56-12,MARATHON PKWAY,,,LITTLE NECK,NY,11362,1500,POINT (-73.731734321 40.759716323)
QUEENS,754064,Store,AC,48 BROADWAY SUPERMARKET INC,FOOD IS LOVE,48-18,BROADWAY,,,ASTORIA,NY,11103,5000,POINT (-73.912158308 40.755523611)
QUEENS,754063,Store,AC,ANGEL MEAT MARKET PLACE INC,ANGEL MEAT MARKET PLACE,218-91,HEMPSTEAD AVE,,,QUEENS VILLAGE,NY,11429,800,POINT (-73.734900418 40.713213482)
NEW YORK,754054,Store,AC,NFM BROADWAY LLC,NUTS FACTORY,2244,BROADWAY,,,NEW YORK,NY,10024,1000,POINT (-73.979103311 40.78461288)
QUEENS,754041,Store,AC,JUSBELINDA GROCERY CORP,JUSBELINDA GROCERY,105-44,OTIS AVE,,,CORONA,NY,11368,,POINT (-73.854719328 40.739484679)
NEW YORK,754037,Store,AC,NEUHAUS INC,NEUHAUS,488,MADISON AVE,,,NEW YORK,NY,10022,,POINT (-73.975043117 40.758862668)
BRONX,754023,Store,A,TARGET CORPORATION,TARGET STORE T-3395,215,E FORDHAM RD,,,BRONX,NY,10458,,POINT (-73.896122218 40.862467811)
KINGS,754021,Store,AC,AHARONI HAIM,GOURMET FRUIT,730,AVENUE U,,,BROOKLYN,NY,11223,1000,POINT (-73.963147604 40.597974384)
KINGS,754019,Store,AC,DELI GRILL VAPE AND CONVENIENCES INC,DELI GRILL VAPE AND CONVENIENCES,1510,CORTELYOU RD,,,BROOKLYN,NY,11226,,POINT (-73.964131639 40.64119881)
BRONX,754017,Store,AC,AMEXNY LLC,DELI D'LUX,3223A,WESTCHESTER AVE,,,BRONX,NY,10461,800,POINT (-73.82923857 40.852135607)
KINGS,753998,Store,AC,MERMAID FISH MARKET CORP,MERMAID FISH MARKET,867,NOSTRAND AVE,,,BROOKLYN,NY,11225,,POINT (-73.950621101 40.667059329)
BRONX,753993,Store,AC,J&B AFRICAN MARKET LLC,J&B AFRICAN MARKET,2649,JEROME AVE,,,BRONX,NY,10468,1100,POINT (-73.89794612 40.867090766)
KINGS,753984,Store,AC,VARIEDADES CRISTAL TIENDA GUATEMALTECA I,VARIEDADES CRISTAL TIENDA GUATEMALTECA,1580,MCDONALD AVENUE,,,BROOKLYN,NY,11230,800,POINT (-73.974270054 40.614459701)
KINGS,753983,Store,AC,DELI GROCERY GOD BLESS YOU INC,DELI GROCERY GOD BLESS YOU,6210,20TH AVENUE,,,BROOKLYN,NY,11204,,POINT (-73.984466891 40.61807226)
BRONX,753981,Store,AC,ALIAS DELI GROCERY CORP,ALIAS DELI GROCERY,1918,LACOMBE AVE,,,BRONX,NY,10473,1000,POINT (-73.856975797 40.815520059)
RICHMOND,753979,Store,AC,VALUE GRILL INC,VALUE GRILL,281,SOUTH AVE,,,STATEN ISLAND,NY,10303,1000,POINT (-74.166186887 40.632529911)
NEW YORK,753978,Store,AC,HEAVENLY FINEST DELI INC I,HEAVENLY FINEST DELI,296,THIRD AVENUE,,,NEW YORK,NY,10010,12000,POINT (-73.98342896 40.738753854)
BRONX,753977,Store,AC,RCC DELI FOOD CORP,RCC DELI FOOD,588,MORRIS AVENUE,,,BRONX,NY,10451,,POINT (-73.922180298 40.81829317)
NEW YORK,753976,Store,AC,71 SALT & PEPPER CORP,71 SALT & PEPPER,71,NASSAU ST,,,NEW YORK,NY,10038,1500,POINT (-74.008382305 40.709688347)
BRONX,753975,Store,AC,3610 MINI MARKET DELI CORP,3610 MINI MARKET DELI,3610,WHITE PLAINS RD,,,BRONX,NY,10467,,POINT (-73.864879847 40.879447577)
BRONX,753974,Store,AC,JSR GOURMET DELI CORP,JSR GOURMET DELI,1712-1714,UNIVERSITY AVE,,,BRONX,NY,10453,1500,POINT (-73.917900582 40.848415508)
NEW YORK,753973,Store,AC,HEAVENLY FINEST DELI INC II,HEAVENLY FINEST DELI,1175,SECOND AVE,,,NEW YORK,NY,10065,900,POINT (-73.963209546 40.762472209)
QUEENS,753964,Store,AC,BROTHERS DELI & MINI MARKET CORP,BROTHERS DELI&MINI MKT,35-59,99TH ST,,,CORONA,NY,11368,1500,POINT (-73.868113921 40.752423313)
KINGS,753960,Store,AC,CERISE PATISSERIE INC,L'ALGEROISE PLUS,3099,EMMONS AVENUE,,,BROOKLYN,NY,11235,,POINT (-73.935736266 40.584192272)
RICHMOND,753959,Store,AC,AMBOYS FINEST MARKET INC,AMBOYS FINEST MARKET,6323,AMBOY ROAD,,,STATEN ISLAND,NY,10309,1500,POINT (-74.216288791 40.523263002)
KINGS,753958,Store,AC,PENN KING CONVENIENCE INC,PENN KING CONVENIENCE,538,HEGEMAN AVE,,,BROOKLYN,NY,11207,,POINT (-73.891742171 40.659772773)
QUEENS,753957,Store,AC,ALHABIB SUPER INC,NEW AL-HABIB HALAL MEAT AND GROCERY,252-02,HILLSIDE AVE,,,BELLEROSE,NY,11426,1250,POINT (-73.715416432 40.73566068)
KINGS,753952,Store,AC,BHUIYAN DELI GROCERY CORP,BHUIYAN DELI GROCERY,333,PULASKI ST,,,BROOKLYN,NY,11206,2000,POINT (-73.937727387 40.693798103)
KINGS,753949,Store,AC,EMANUEL DELI GROCERY II CORP,EMANUEL DELI GROCERY,290,KINGS HWY,,,BROOKLYN,NY,11223,,POINT (-73.979773193 40.6050327)
KINGS,753948,Store,AC,CAMPOS DELI GROCERY CORP,CAMPOS DELI GROCERY,2113,WEST 6TH STREET,,,BROOKLYN,NY,11223,1000,POINT (-73.9772318 40.59614386)
BRONX,753946,Store,AC,2405 PROSPECT DELI CORP,2405 PROSPECT DELI,2405,PROSPECT AVE,,,BRONX,NY,10458,,POINT (-73.882715565 40.853830748)
QUEENS,753945,Store,AC,SURFSIDE DELI GROCERY INC,SURFSIDE DELI GROCERY,224,BEACH 98TH ST.,,,ROCKAWAY PARK,NY,11694,,POINT (-73.819898113 40.585274208)
BRONX,753944,Store,AC,MAL DELI & GROCERY CORP,MAL DELI & GROCERY,1226,E GUN HILL RD.,,,BRONX,NY,10469,,POINT (-73.85155874 40.872484814)
NEW YORK,753943,Store,AC,NYC FINEST DELI GOURMET CORP,NYC FINEST DELI GOURMET,496,LAGUADIA PLACE. STORE 1A,,,NEW YORK,NY,10012,500,POINT (-73.999704772 40.727403164)
QUEENS,753941,Store,AC,NEW PRICE RITE DELI CORP,NEW PRICE RITE DELI,218-88,HEMPSTEAD AVE.,,,QUEENS VILLAGE,NY,11429,,POINT (-73.735127986 40.712945932)
BRONX,753938,Store,AC,JAHANGIR GENERAL GROCERY CORP,JAHANGIR GENERAL GROCERY,3133,WEBSTER AVENUE,,,BRONX,NY,10467,1600,POINT (-73.87637722 40.87178241)
QUEENS,753933,Store,AC,GREEN MEAT MARKET INC,GREEN MEAT MARKET,149-16,41ST AVE,,,FLUSHING,NY,11355,2000,POINT (-73.815177257 40.762133287)
RICHMOND,753932,Store,ABC,SRM PRODUCE & MEAT LLC,IDEAL FRESH,1006,ROSSVILLE AVENUE,,,STATEN ISLAND,NY,10309,12000,POINT (-74.212505954 40.551427957)
BRONX,753929,Store,AC,AYHAM DELI GROCERY & GRILL CORP,AYHAM DELI GROCERY & GRILL,350,BROOK AVE,,,BRONX,NY,10454,1100,POINT (-73.91758626 40.810079617)
KINGS,753912,Store,A,GREATER INTERNATIONAL TRADING INC,GREATER INTERNATIONAL TRADING,6806,20TH AVE,,,BROOKLYN,NY,11204,2000,POINT (-73.987957953 40.614715182)
BRONX,753888,Store,AC,JRI JEROME FOOD CORP,FOOD DYNASTY SPMKT,2343,JEROME AVE,,,BRONX,NY,10468,14000,POINT (-73.903351023 40.859619514)
NEW YORK,753882,Store,A,TARGET CORPORATION,TARGET STORE T-3411,600,BROADWAY,,,NEW YORK,NY,10012,26000,POINT (-73.996796167 40.72519864)
KINGS,753881,Store,A,TARGET CORPORATION,TARGET STORE T-3404,2101,CHURCH AVE,,,BROOKLYN,NY,11226,,POINT (-73.959304669 40.650413079)
QUEENS,753875,Store,AC,MERRICK 1 DELI INC,MERRICK 1 DELI,117-06,MERRICK BLVD,,,JAMAICA,NY,11434,12500,POINT (-73.774744716 40.686735469)
KINGS,753872,Store,AC,SUNRISE GOURMET DELI II CORP,SUNRISE GOURMET DELI II,2186,BEDFORD AVE,,,BROOKLYN,NY,11226,,POINT (-73.956005552 40.650772578)
QUEENS,753870,Store,AC,V & K DELI & GROCERY INC,V & K DELI & GROCERY,589,SENECA AVE,,,RIDGEWOOD,NY,11385,,POINT (-73.909952861 40.704279715)
KINGS,753868,Store,AC,SPICY MINI MARKET CORP,SPICY MINI MARKET,131,TOMPKINS AVE,,,BROOKLYN,NY,11206,,POINT (-73.946116331 40.695113181)
NEW YORK,753866,Store,AC,900 8TH DELI CORP,CASCADE CAFE,900,8TH AVE.,,,NEW YORK,NY,10019,2500,POINT (-73.984387263 40.764302439)
NEW YORK,753862,Store,AC,MOE DELI GRILL CORP,MOE DELI GRILL,2254,5TH AVE.,,,NEW YORK,NY,10037,1800,POINT (-73.936684175 40.814384227)
KINGS,753860,Store,AC,ABES BODEGA LLC,ABES BODEGA,63,WHIPPLE STREET 1R,,,BROOKLYN,NY,11206,,POINT (-73.944414805 40.701630321)
QUEENS,753857,Store,A,AI MART INC,AI MART,2151,44TH DR.,,,LONG ISLAND CITY,NY,11101,800,POINT (-73.945341424 40.747875208)
QUEENS,753847,Store,AC,A&M DELI EXPRESS 1 INC,A&M DELI EXPRESS 1,112-31,FARMERS BLVD,,,SAINT ALBANS,NY,11412,500,POINT (-73.76343317 40.700118351)
BRONX,753841,Store,A,HIGHBRIDGE GROCERY INC,HIGHBRIDGE GROCERY,82,W 165TH ST.,,,BRONX,NY,10452,,POINT (-73.927310358 40.833909116)
KINGS,753840,Store,AC,MITSUKI JAPANESE MARKET INC,MITSUKI JAPANESE MARKET,703,MANHATTAN AVENUE,,,BROOKLYN,NY,11222,2000,POINT (-73.95194804 40.725588063)
KINGS,753827,Store,AC,JARASA INC,JARASA,2006,65TH ST,,,BROOKLYN,NY,11204,,POINT (-73.985658714 40.616217638)
BRONX,753826,Store,AC,LA FIERITA MINI MARKET CORP,LA FIERITA MINI MARKET,172,W BURNSIDE AVENUE,,,BRONX,NY,10453,1500,POINT (-73.915857577 40.854248517)
KINGS,753824,Store,AC,EL CONUCO DE MAMA CORP,EL CONUCO DE MAMA,3156,FULTON STREET,,,BROOKLYN,NY,11208,,POINT (-73.878413352 40.681770826)
KINGS,753819,Store,AC,960 STAR DELI GROCERY CORP,960 STAR DELI GROCERY,960,DEKALB AVE,,,BROOKLYN,NY,11221,,POINT (-73.936864135 40.692944406)
KINGS,753809,Store,AC,URBAN JUICE BAR & GRILL 1 CORP,URBAN JUICE BAR & GRILL,1091,RUTLAND RD,,,BROOKLYN,NY,11212,,POINT (-73.923654088 40.664608418)
KINGS,753808,Store,AC,BATH HEALTHY DELI AND GRILL CORP,BATH HEALTHY DELI AND GRILL,2272,BATH AVE.,,,BROOKLYN,NY,11214,,POINT (-73.995455063 40.597093026)
RICHMOND,753802,Store,AC,MAM&J GRILL & CONVENIENCE CORP,MAM&J GRILL & CONVENIENCE,251,BROAD ST,,,STATEN ISLAND,NY,10304,1000,POINT (-74.082928772 40.623671916)
RICHMOND,753797,Store,AC,JAY KUMAR ENTERPRISE INC,7 ELEVEN STORE #34248B,1440,FOREST AVENUE,,,STATEN ISLAND,NY,10302,3500,POINT (-74.136306156 40.624313299)
KINGS,753795,Store,AC,2014 CROPSEY LLC,KEY FOOD FRESH SUPERMARKET,2014,CROPSEY AVE,,,BROOKLYN,NY,11214,4000,POINT (-74.002505249 40.599775319)
BRONX,753794,Store,AC,125 MAIN ESSENTIALS FOOD CORP,COMPARE FRESH,125,W KINGSBRIDGE RD. STORE 4&5,,,BRONX,NY,10468,3500,POINT (-73.902725565 40.869068182)
NEW YORK,753790,Store,AC,GENERAL TOP DELI GRILL CORP,GENERAL TOP DELI GRILL,2496,ADAM CLAYTON POWELL JR BLVD,,,NEW YORK,NY,10030,2000,POINT (-73.939445929 40.821583444)
KINGS,753787,Store,AC,DELI CAFE & JUICE BAR NY CORP,DELI CAFE & JUICE BAR NY,1720,SHEEPSHEAD BAY RD,,,BROOKLYN,NY,11235,,POINT (-73.951764476 40.585575411)
KINGS,753786,Store,AC,TASTY MARKET AND DELI CORP,TASTY MARKET AND DELI,1606,NOSTRAND AVE,,,BROOKLYN,NY,11226,,POINT (-73.949329953 40.647003446)
BRONX,753779,Store,AC,163RD DELI GROCERY CORP,163RD DELI GROCERY,928,MORRIS AVE,,,BRONX,NY,10451,,POINT (-73.917447791 40.827084445)
BRONX,753775,Store,AC,KING 163RD DELI CORP,KING 163RD DELI,517,EAST 163RD STREET,,,BRONX,NY,10451,1000,POINT (-73.908981734 40.824332205)
QUEENS,753774,Store,AC,EAT FAIR GROCERY CORP,EAT FAIR GROCERY,2004,COLLEGE POINT BLVD,,,COLLEGE POINT,NY,11356,,POINT (-73.846078233 40.781510319)
QUEENS,753763,Store,AC,LA SIMPATIA GROCERY CORP,LA SIMPATIA GROCERY,105-13,NORTHERN BLVD,,,CORONA,NY,11368,2000,POINT (-73.863179495 40.757904826)
BRONX,753762,Store,AC,1002 CASTLEHILL INDIAN CORP,SPICE UP SUPERMARKET,1002,CASTLE HILL AVE,,,BRONX,NY,10472,2200,POINT (-73.849880599 40.827841708)
NEW YORK,753748,Store,AC,CARNEGIE SPECIALTY FOODS INC,CARNEGIE SUPERMRKET,1245,PARK AVE,,,NEW YORK,NY,10128,4000,POINT (-73.952151553 40.786654461)
KINGS,753740,Store,AC,LEAHS KITCHEN INC,LEAH'S KITCHEN,4916,FORT HAMILTON PARKWAY,,,BROOKLYN,NY,11219,1200,POINT (-73.998259815 40.638182457)
KINGS,753733,Store,A,DONG XU MARKET INC,DONG XU MARKET,4913,8TH AVE,,,BROOKLYN,NY,11220,1000,POINT (-74.003322653 40.641295412)
QUEENS,753731,Store,AC,K-A DELI GROCERY CORP,K-A DELI GROCERY,3136,14TH STREET,,,ASTORIA,NY,11106,,POINT (-73.932937968 40.767353871)
QUEENS,753718,Store,AC,SUPER MINIMART ASTORIA INC,SUPER MINIMART ASTORIA,29-28,30TH AVE,,,ASTORIA,NY,11102,1650,POINT (-73.922686313 40.767333545)
NEW YORK,753716,Store,AC,SUPER CLASSIC MEAT MARKET CORP,SUPER CLASSIC MEAT MARKET,3461,BROADWAY - STORE 3,,,NEW YORK,NY,10031,,POINT (-73.952373841 40.824261965)
KINGS,753711,Store,AC,DE LEON DELI GROCERY CORP,DE LEON DELI GROCERY,2124,DORCHESTER ROAD,,,BROOKLYN,NY,11226,,POINT (-73.957722082 40.642134524)
KINGS,753710,Store,AC,NEW UTRECHT FLAMING GRILL INC,NEW UTRECHT FLAMING GRILL,5425,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,1500,POINT (-73.995262195 40.631610374)
KINGS,753707,Store,AC,BK BAGEL & DELI CORPORATION,BK BAGEL & DELI,719,WASHINGTON AVE,,,BROOKLYN,NY,11238,700,POINT (-73.963117094 40.675302176)
QUEENS,753704,Store,AC,TZION MEAT CORP,TZION KOSHER MEAT,63-51/53,AUSTIN ST,,,REGO PARK,NY,11374,600,POINT (-73.864387159 40.727603492)
QUEENS,753703,Store,A,JONY GROCERY CORP,JONY GROCERY,40-53,JUNCTION BLVD,,,CORONA,NY,11368,,POINT (-73.868439809 40.74781687)
BRONX,753697,Store,AC,IMPERIO GROCERY STORE CORP,IMPERIO GROCERY STORE,728,E 233RD ST,,,BRONX,NY,10466,900,POINT (-73.85628144 40.892892234)
BRONX,753694,Store,AC,DRAFT SNEAKERS INC,HUGOS GOURMET MARKET,6469,BROADWAY,,,BRONX,NY,10471,1400,POINT (-73.896638124 40.904013887)
NEW YORK,753689,Store,AC,AVE A DELI INC,AVE A DELI,217,AVENUE A,,,NEW YORK,NY,10009,,POINT (-73.980782206 40.730079254)
RICHMOND,753688,Store,AC,PRIME DELI CORP,PRIME DELI,2236,FOREST AVE. STORE #8,,,STATEN ISLAND,NY,10303,800,POINT (-74.164135165 40.626318921)
KINGS,753687,Store,AC,LA FLOR DE MORELOS CORP,LA FLOR DE MORELOS,461,CONEY ISLAND AVE. STORE B,,,BROOKLYN,NY,11218,850,POINT (-73.970725683 40.646639797)
BRONX,753685,Store,AC,166 GOURMET GROCERY INC,166 GOURMET GROCERY,1097,BOSTON RD,,,BRONX,NY,10456,,POINT (-73.905125556 40.827285904)
KINGS,753682,Store,AC,AVE T KING GOURMET MINI MARKET CORP,AVE T KING GOURMET MINI MARKET,5819,AVENUE T,,,BROOKLYN,NY,11234,,POINT (-73.918216915 40.615620972)
KINGS,753678,Store,AC,SAMZ GOURMET DELI I CORP,SAMZ GOURMET DELI,472,RIDGEWOOD AVE,,,BROOKLYN,NY,11208,,POINT (-73.8713345 40.685658856)
